Unnamed: 0,filename,x1,y1,x2,y2,blur,expression,illumination,invalid,occlusion,pose,original_width,original_height,relative_area,Gender,Race,Valid,Gender_Race,area_bin
96,0--Parade/0_Parade_marchingband_1_419.jpg,175.0,203.0,241.0,283.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,768.0,0.0067138671875,Female,White,True,Female_White,0.0
97,0--Parade/0_Parade_Parade_0_491.jpg,112.0,94.0,192.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,768.0,0.0107828776041666,Male,White,True,Male_White,0.0
98,0--Parade/0_Parade_Parade_0_491.jpg,338.0,150.0,426.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,768.0,0.0136515299479166,Male,White,True,Male_White,0.0
99,0--Parade/0_Parade_Parade_0_491.jpg,530.0,166.0,608.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,768.0,0.0113067626953125,Female,White,True,Female_White,0.0
100,0--Parade/0_Parade_Parade_0_491.jpg,666.0,132.0,756.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,768.0,0.015106201171875,Male,White,True,Male_White,0.0
101,0--Parade/0_Parade_Parade_0_491.jpg,814.0,172.0,888.0,282.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,768.0,0.0103505452473958,Female,White,True,Female_White,0.0
102,0--Parade/0_Parade_marchingband_1_512.jpg,827.0,182.0,869.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,695.0,0.0025966726618705,Male,White,True,Male_White,0.0
103,0--Parade/0_Parade_marchingband_1_512.jpg,385.0,130.0,438.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,695.0,0.0052130170863309,Male,White,True,Male_White,0.0
104,0--Parade/0_Parade_marchingband_1_512.jpg,99.0,93.0,174.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,695.0,0.0118030575539568,Male,White,True,Male_White,0.0
106,0--Parade/0_Parade_marchingband_1_842.jpg,350.0,332.0,426.0,426.0,0.0,0.0,0.0,0.0,1.0,0.0,1024.0,768.0,0.0090840657552083,Female,White,True,Female_White,0.0
107,0--Parade/0_Parade_marchingband_1_842.jpg,524.0,284.0,602.0,376.0,0.0,0.0,0.0,0.0,1.0,0.0,1024.0,768.0,0.009124755859375,Female,White,True,Female_White,0.0
109,0--Parade/0_Parade_marchingband_1_251.jpg,9.0,357.0,93.0,504.0,1.0,0.0,1.0,0.0,0.0,0.0,1024.0,1537.0,0.0078455391997397,Female,White,True,Female_White,0.0
110,0--Parade/0_Parade_marchingband_1_251.jpg,523.0,357.0,619.0,495.0,1.0,0.0,1.0,0.0,0.0,0.0,1024.0,1537.0,0.0084173715029277,Female,White,True,Female_White,0.0
111,0--Parade/0_Parade_marchingband_1_251.jpg,685.0,486.0,754.0,594.0,1.0,0.0,1.0,0.0,0.0,0.0,1024.0,1537.0,0.0047347714703968,Female,White,True,Female_White,0.0
112,0--Parade/0_Parade_marchingband_1_895.jpg,168.0,268.0,272.0,408.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,681.0,0.0208792217327459,Female,White,True,Female_White,0.0
113,0--Parade/0_Parade_marchingband_1_895.jpg,318.0,200.0,410.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,681.0,0.0155676395007342,Female,White,True,Female_White,0.0
114,0--Parade/0_Parade_marchingband_1_895.jpg,512.0,142.0,622.0,278.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,681.0,0.0214528267254038,Female,White,True,Female_White,0.0
115,0--Parade/0_Parade_marchingband_1_895.jpg,650.0,62.0,768.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,681.0,0.0270741556534508,Female,White,True,Female_White,0.0
117,0--Parade/0_Parade_Parade_0_552.jpg,232.0,135.0,302.0,231.0,0.0,0.0,1.0,0.0,0.0,0.0,1024.0,1132.0,0.0057972614840989,Male,White,True,Male_White,0.0
118,0--Parade/0_Parade_Parade_0_552.jpg,201.0,337.0,267.0,429.0,1.0,0.0,1.0,0.0,0.0,0.0,1024.0,1132.0,0.0052382398409893,Female,White,True,Female_White,0.0
119,0--Parade/0_Parade_Parade_0_552.jpg,327.0,370.0,405.0,476.0,1.0,0.0,1.0,0.0,0.0,0.0,1024.0,1132.0,0.0071327020759717,Female,White,True,Female_White,0.0
120,0--Parade/0_Parade_Parade_0_552.jpg,433.0,279.0,509.0,387.0,1.0,0.0,1.0,0.0,0.0,0.0,1024.0,1132.0,0.0070809408127208,Male,White,True,Male_White,0.0
121,0--Parade/0_Parade_Parade_0_552.jpg,446.0,168.0,508.0,256.0,1.0,0.0,1.0,0.0,0.0,0.0,1024.0,1132.0,0.0047068242049469,Female,White,True,Female_White,0.0
122,0--Parade/0_Parade_Parade_0_552.jpg,677.0,173.0,740.0,256.0,1.0,0.0,1.0,0.0,0.0,0.0,1024.0,1132.0,0.0045109940923144,Female,White,True,Female_White,0.0
123,0--Parade/0_Parade_Parade_0_552.jpg,581.0,345.0,661.0,452.0,1.0,0.0,1.0,0.0,0.0,0.0,1024.0,1132.0,0.0073846068904593,Male,White,True,Male_White,0.0
124,0--Parade/0_Parade_Parade_0_552.jpg,743.0,313.0,809.0,413.0,1.0,0.0,1.0,0.0,0.0,0.0,1024.0,1132.0,0.0056937389575971,Female,White,True,Female_White,0.0
125,0--Parade/0_Parade_Parade_0_552.jpg,386.0,721.0,474.0,848.0,1.0,0.0,1.0,0.0,0.0,0.0,1024.0,1132.0,0.0096413979681978,Male,White,True,Male_White,0.0
126,0--Parade/0_Parade_Parade_0_552.jpg,640.0,719.0,731.0,837.0,1.0,0.0,1.0,0.0,0.0,0.0,1024.0,1132.0,0.0092635407464664,Male,White,True,Male_White,0.0
131,0--Parade/0_Parade_Parade_0_763.jpg,252.0,244.0,793.0,940.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,1104.0,0.3330715013586957,Female,White,True,Female_White,12.0
135,0--Parade/0_Parade_marchingband_1_601.jpg,293.0,413.0,370.0,517.0,0.0,1.0,0.0,0.0,1.0,0.0,1024.0,1366.0,0.0057249725475841,Male,White,True,Male_White,0.0
136,0--Parade/0_Parade_marchingband_1_601.jpg,517.0,493.0,589.0,581.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,1366.0,0.0045296486090775,Female,White,True,Female_White,0.0
137,0--Parade/0_Parade_marchingband_1_601.jpg,747.0,512.0,824.0,589.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,1366.0,0.0042386815977306,Female,White,True,Female_White,0.0
138,0--Parade/0_Parade_marchingband_1_601.jpg,539.0,928.0,611.0,1013.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,1366.0,0.0043752287701317,Female,White,True,Female_White,0.0
139,0--Parade/0_Parade_Parade_0_518.jpg,250.0,50.0,300.0,119.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,682.0,0.0049400888929618,Male,White,True,Male_White,0.0
140,0--Parade/0_Parade_Parade_0_518.jpg,367.0,58.0,407.0,113.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,682.0,0.0031502016129032,Male,White,True,Male_White,0.0
141,0--Parade/0_Parade_Parade_0_518.jpg,512.0,99.0,564.0,166.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,682.0,0.0049887738269794,Male,White,True,Male_White,0.0
142,0--Parade/0_Parade_Parade_0_518.jpg,621.0,125.0,665.0,179.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,682.0,0.0034022177419354,Male,White,True,Male_White,0.0
143,0--Parade/0_Parade_Parade_0_518.jpg,723.0,29.0,776.0,82.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,682.0,0.0040222346957478,Male,White,True,Male_White,0.0
144,0--Parade/0_Parade_marchingband_1_122.jpg,85.0,246.0,136.0,300.0,0.0,0.0,0.0,0.0,0.0,1.0,1024.0,768.0,0.0035018920898437,Female,White,True,Female_White,0.0
145,0--Parade/0_Parade_marchingband_1_122.jpg,268.0,224.0,310.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,768.0,0.0025634765625,Female,White,True,Female_White,0.0
146,0--Parade/0_Parade_marchingband_1_122.jpg,845.0,237.0,892.0,289.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,768.0,0.0031077067057291,Female,White,True,Female_White,0.0
147,0--Parade/0_Parade_marchingband_1_122.jpg,716.0,192.0,761.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,768.0,0.0033760070800781,Male,White,True,Male_White,0.0
148,0--Parade/0_Parade_marchingband_1_122.jpg,546.0,223.0,591.0,277.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,768.0,0.0030899047851562,Female,White,True,Female_White,0.0
149,0--Parade/0_Parade_marchingband_1_122.jpg,426.0,162.0,479.0,224.0,0.0,0.0,1.0,0.0,1.0,0.0,1024.0,768.0,0.0041783650716145,Male,White,True,Male_White,0.0
150,0--Parade/0_Parade_marchingband_1_186.jpg,154.0,108.0,187.0,146.0,0.0,0.0,1.0,0.0,1.0,0.0,1024.0,534.0,0.002293275983146,Male,White,True,Male_White,0.0
151,0--Parade/0_Parade_marchingband_1_186.jpg,414.0,115.0,447.0,157.0,1.0,0.0,1.0,0.0,1.0,0.0,1024.0,534.0,0.0025346734550561,Male,White,True,Male_White,0.0
152,0--Parade/0_Parade_marchingband_1_186.jpg,680.0,131.0,714.0,175.0,1.0,0.0,1.0,0.0,1.0,0.0,1024.0,534.0,0.0027358380149812,Male,White,True,Male_White,0.0
153,0--Parade/0_Parade_marchingband_1_186.jpg,976.0,119.0,1007.0,161.0,1.0,0.0,1.0,0.0,1.0,0.0,1024.0,534.0,0.0023810568820224,Male,White,True,Male_White,0.0
154,0--Parade/0_Parade_Parade_0_809.jpg,222.0,503.0,279.0,581.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,1535.0,0.0028285321661237,Male,Indian,True,Male_Indian,0.0
155,0--Parade/0_Parade_Parade_0_809.jpg,461.0,413.0,536.0,530.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,1535.0,0.0055826292752443,Female,White,True,Female_White,0.0
156,0--Parade/0_Parade_Parade_0_809.jpg,719.0,479.0,773.0,557.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,1535.0,0.0026796620521172,Male,Indian,True,Male_Indian,0.0
184,0--Parade/0_Parade_marchingband_1_887.jpg,330.0,182.0,512.0,408.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,768.0,0.0523020426432291,Male,White,True,Male_White,1.0
185,0--Parade/0_Parade_marchingband_1_887.jpg,206.0,122.0,294.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,768.0,0.0123087565104166,Male,White,True,Male_White,0.0
187,0--Parade/0_Parade_Parade_0_534.jpg,123.0,383.0,198.0,479.0,0.0,1.0,0.0,0.0,0.0,1.0,1024.0,1532.0,0.0045895887728459,Male,White,True,Male_White,0.0
188,0--Parade/0_Parade_Parade_0_534.jpg,353.0,380.0,431.0,467.0,0.0,1.0,0.0,0.0,0.0,1.0,1024.0,1532.0,0.0043256874184073,Male,White,True,Male_White,0.0
189,0--Parade/0_Parade_Parade_0_534.jpg,602.0,503.0,671.0,602.0,1.0,1.0,0.0,0.0,0.0,0.0,1024.0,1532.0,0.0043543723482375,Male,White,True,Male_White,0.0
190,0--Parade/0_Parade_Parade_0_534.jpg,769.0,269.0,832.0,362.0,0.0,1.0,0.0,0.0,0.0,0.0,1024.0,1532.0,0.0037347778639033,Male,White,True,Male_White,0.0
191,0--Parade/0_Parade_Parade_0_534.jpg,527.0,943.0,638.0,1087.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,1532.0,0.010188887075718,Male,White,True,Male_White,0.0
192,0--Parade/0_Parade_marchingband_1_709.jpg,120.0,270.0,175.0,350.0,0.0,1.0,0.0,0.0,0.0,0.0,1024.0,1180.0,0.0036414194915254,Female,White,True,Female_White,0.0
193,0--Parade/0_Parade_marchingband_1_709.jpg,170.0,295.0,217.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,1180.0,0.0027616856461864,Female,Asian,True,Female_Asian,0.0
194,0--Parade/0_Parade_marchingband_1_709.jpg,277.0,324.0,319.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,1180.0,0.0020855402542372,Female,White,True,Female_White,0.0
195,0--Parade/0_Parade_marchingband_1_709.jpg,238.0,454.0,292.0,535.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,1180.0,0.0036199020127118,Female,Asian,True,Female_Asian,0.0
196,0--Parade/0_Parade_marchingband_1_709.jpg,392.0,299.0,440.0,355.0,0.0,0.0,0.0,0.0,0.0,1.0,1024.0,1180.0,0.0022245762711864,Female,Asian,True,Female_Asian,0.0
197,0--Parade/0_Parade_marchingband_1_709.jpg,570.0,266.0,613.0,335.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,1180.0,0.0024554753707627,Female,White,True,Female_White,0.0
198,0--Parade/0_Parade_marchingband_1_709.jpg,725.0,257.0,773.0,337.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,1180.0,0.0031779661016949,Male,White,True,Male_White,0.0
199,0--Parade/0_Parade_marchingband_1_709.jpg,367.0,436.0,419.0,507.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,1180.0,0.0030554819915254,Male,White,True,Male_White,0.0
200,0--Parade/0_Parade_marchingband_1_709.jpg,659.0,426.0,714.0,499.0,0.0,0.0,0.0,0.0,1.0,0.0,1024.0,1180.0,0.0033227952860169,Male,White,True,Male_White,0.0
201,0--Parade/0_Parade_marchingband_1_709.jpg,783.0,308.0,842.0,388.0,0.0,1.0,0.0,0.0,0.0,0.0,1024.0,1180.0,0.00390625,Female,White,True,Female_White,0.0
202,0--Parade/0_Parade_marchingband_1_709.jpg,384.0,632.0,446.0,715.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,1180.0,0.0042588056144067,Male,Asian,True,Male_Asian,0.0
203,0--Parade/0_Parade_marchingband_1_709.jpg,642.0,655.0,709.0,741.0,0.0,0.0,0.0,0.0,0.0,1.0,1024.0,1180.0,0.0047686043432203,Female,White,True,Female_White,0.0
220,0--Parade/0_Parade_marchingband_1_563.jpg,310.0,851.0,731.0,1338.0,0.0,0.0,0.0,0.0,1.0,0.0,1024.0,1530.0,0.1308638429330065,Male,White,True,Male_White,4.0
225,0--Parade/0_Parade_marchingband_1_731.jpg,123.0,288.0,165.0,335.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,768.0,0.0025100708007812,Male,White,True,Male_White,0.0
226,0--Parade/0_Parade_marchingband_1_731.jpg,396.0,307.0,424.0,363.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,768.0,0.0019938151041666,Female,White,True,Female_White,0.0
227,0--Parade/0_Parade_marchingband_1_731.jpg,650.0,308.0,694.0,367.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,768.0,0.0033009847005208,Female,White,True,Female_White,0.0
228,0--Parade/0_Parade_marchingband_1_731.jpg,807.0,345.0,855.0,408.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,768.0,0.00384521484375,Female,White,True,Female_White,0.0
230,0--Parade/0_Parade_Parade_0_395.jpg,732.0,320.0,892.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,768.0,0.0467936197916666,Female,White,True,Female_White,1.0
231,0--Parade/0_Parade_Parade_0_395.jpg,468.0,530.0,538.0,612.0,0.0,0.0,1.0,0.0,0.0,0.0,1024.0,768.0,0.0072987874348958,Female,Asian,True,Female_Asian,0.0
232,0--Parade/0_Parade_Parade_0_395.jpg,78.0,456.0,186.0,602.0,0.0,1.0,1.0,0.0,0.0,0.0,1024.0,768.0,0.020050048828125,Female,White,True,Female_White,0.0
233,0--Parade/0_Parade_marchingband_1_753.jpg,112.0,302.0,168.0,382.0,0.0,0.0,1.0,0.0,0.0,0.0,1024.0,683.0,0.0064055636896046,Female,White,True,Female_White,0.0
234,0--Parade/0_Parade_marchingband_1_753.jpg,292.0,258.0,356.0,330.0,0.0,0.0,1.0,0.0,0.0,0.0,1024.0,683.0,0.0065885797950219,Male,White,True,Male_White,0.0
235,0--Parade/0_Parade_marchingband_1_753.jpg,740.0,242.0,826.0,336.0,0.0,0.0,1.0,0.0,0.0,0.0,1024.0,683.0,0.0115586109077598,Male,White,True,Male_White,0.0
240,1--Handshaking/1_Handshaking_Handshaking_1_924.jpg,271.0,426.0,508.0,682.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,1581.0,0.0374762808349146,Female,White,True,Female_White,1.0
241,1--Handshaking/1_Handshaking_Handshaking_1_164.jpg,223.0,101.0,351.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,1259.0,0.017275615567911,Female,White,True,Female_White,0.0
242,1--Handshaking/1_Handshaking_Handshaking_1_164.jpg,533.0,101.0,666.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,1259.0,0.0184662616660047,Male,White,True,Male_White,0.0
243,1--Handshaking/1_Handshaking_Handshaking_1_105.jpg,178.0,112.0,236.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,754.0,0.009765625,Female,White,True,Female_White,0.0
244,1--Handshaking/1_Handshaking_Handshaking_1_105.jpg,400.0,212.0,472.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,754.0,0.0111903183023872,Female,White,True,Female_White,0.0
245,1--Handshaking/1_Handshaking_Handshaking_1_105.jpg,680.0,70.0,760.0,188.0,0.0,0.0,0.0,0.0,0.0,1.0,1024.0,754.0,0.0122264588859416,Male,White,True,Male_White,0.0
249,1--Handshaking/1_Handshaking_Handshaking_1_65.jpg,150.0,198.0,232.0,336.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,754.0,0.0146562085543766,Female,White,True,Female_White,0.0
250,1--Handshaking/1_Handshaking_Handshaking_1_65.jpg,350.0,226.0,434.0,358.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,754.0,0.0143609084880636,Male,White,True,Male_White,0.0
251,1--Handshaking/1_Handshaking_Handshaking_1_65.jpg,650.0,326.0,726.0,434.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,754.0,0.0106308023872679,Female,White,True,Female_White,0.0
252,1--Handshaking/1_Handshaking_Handshaking_1_65.jpg,786.0,150.0,864.0,282.0,0.0,0.0,0.0,0.0,0.0,1.0,1024.0,754.0,0.0133351293103448,Male,White,True,Male_White,0.0
253,1--Handshaking/1_Handshaking_Handshaking_1_854.jpg,322.0,146.0,388.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,684.0,0.0122498629385964,Male,White,True,Male_White,0.0
254,1--Handshaking/1_Handshaking_Handshaking_1_854.jpg,652.0,164.0,724.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,684.0,0.0111019736842105,Male,White,True,Male_White,0.0
260,1--Handshaking/1_Handshaking_Handshaking_1_59.jpg,248.0,66.0,322.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,722.0,0.01501363400277,Male,White,True,Male_White,0.0
261,1--Handshaking/1_Handshaking_Handshaking_1_59.jpg,304.0,172.0,372.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,722.0,0.0093814923822714,Female,White,True,Female_White,0.0
262,1--Handshaking/1_Handshaking_Handshaking_1_59.jpg,434.0,202.0,510.0,296.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,722.0,0.0096628289473684,Male,White,True,Male_White,0.0
263,1--Handshaking/1_Handshaking_Handshaking_1_59.jpg,682.0,154.0,746.0,282.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,722.0,0.0110803324099723,Female,White,True,Female_White,0.0
266,1--Handshaking/1_Handshaking_Handshaking_1_71.jpg,140.0,30.0,218.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,754.0,0.0198006465517241,Male,White,True,Male_White,0.0
267,1--Handshaking/1_Handshaking_Handshaking_1_71.jpg,438.0,198.0,536.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,754.0,0.0162466843501326,Female,White,True,Female_White,0.0
268,1--Handshaking/1_Handshaking_Handshaking_1_71.jpg,622.0,144.0,722.0,286.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,754.0,0.0183914953580901,Male,White,True,Male_White,0.0
269,1--Handshaking/1_Handshaking_Handshaking_1_71.jpg,798.0,64.0,902.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,754.0,0.0237068965517241,Female,White,True,Female_White,0.0
271,1--Handshaking/1_Handshaking_Handshaking_1_335.jpg,184.0,160.0,250.0,286.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,712.0,0.0114060305477528,Male,Asian,True,Male_Asian,0.0
272,1--Handshaking/1_Handshaking_Handshaking_1_335.jpg,656.0,140.0,728.0,250.0,1.0,0.0,1.0,0.0,0.0,0.0,1024.0,712.0,0.010862886235955,Male,White,True,Male_White,0.0
