Unnamed: 0,filename,x1,y1,x2,y2,blur,expression,illumination,invalid,occlusion,pose,original_width,original_height,relative_area,Gender,Race,Valid,Gender_Race,area_bin,upsample
282,1--Handshaking/1_Handshaking_Handshaking_1_429.jpg,378.0,158.0,680.0,606.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,768.0,0.1720377604166666,Male,Asian,True,Male_Asian,6.0,1
288,1--Handshaking/1_Handshaking_Handshaking_1_707.jpg,266.0,142.0,588.0,626.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,858.0,0.1773838141025641,Female,White,True,Female_White,6.0,1
289,1--Handshaking/1_Handshaking_Handshaking_1_640.jpg,693.0,171.0,859.0,423.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,1267.0,0.0322427486187845,Male,Black,True,Male_Black,1.0,10
298,1--Handshaking/1_Handshaking_Handshaking_1_331.jpg,213.0,225.0,468.0,546.0,0.0,0.0,1.0,0.0,0.0,0.0,1024.0,1536.0,0.052042007446289,Female,White,True,Female_White,1.0,1
304,1--Handshaking/1_Handshaking_Handshaking_1_515.jpg,266.0,46.0,355.0,155.0,0.0,0.0,1.0,0.0,0.0,0.0,1024.0,517.0,0.0183242414168278,Male,Black,True,Male_Black,0.0,10
305,1--Handshaking/1_Handshaking_Handshaking_1_515.jpg,105.0,113.0,141.0,161.0,1.0,0.0,1.0,0.0,0.0,0.0,1024.0,517.0,0.0032640232108317,Male,Black,True,Male_Black,0.0,10
306,1--Handshaking/1_Handshaking_Handshaking_1_515.jpg,2.0,87.0,47.0,223.0,1.0,0.0,0.0,0.0,0.0,1.0,1024.0,517.0,0.011560082205029,Female,Black,True,Female_Black,0.0,10
307,1--Handshaking/1_Handshaking_Handshaking_1_515.jpg,468.0,91.0,507.0,146.0,0.0,0.0,1.0,0.0,0.0,0.0,1024.0,517.0,0.0040516954787234,Male,Black,True,Male_Black,0.0,10
308,1--Handshaking/1_Handshaking_Handshaking_1_515.jpg,565.0,117.0,607.0,166.0,0.0,0.0,1.0,0.0,0.0,0.0,1024.0,517.0,0.0038873609767891,Male,Black,True,Male_Black,0.0,10
309,1--Handshaking/1_Handshaking_Handshaking_1_515.jpg,825.0,90.0,868.0,141.0,0.0,0.0,1.0,0.0,0.0,0.0,1024.0,517.0,0.0041423627901353,Male,Black,True,Male_Black,0.0,10
315,1--Handshaking/1_Handshaking_Handshaking_1_333.jpg,246.0,270.0,742.0,938.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,1024.0,0.31597900390625,Male,White,True,Male_White,11.0,1
323,1--Handshaking/1_Handshaking_Handshaking_1_627.jpg,330.0,56.0,432.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,535.0,0.0283002336448598,Male,Indian,True,Male_Indian,1.0,1
324,1--Handshaking/1_Handshaking_Handshaking_1_627.jpg,562.0,38.0,662.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,535.0,0.0251898364485981,Male,White,True,Male_White,0.0,1
331,1--Handshaking/1_Handshaking_Handshaking_1_697.jpg,381.0,520.0,808.0,965.0,0.0,0.0,0.0,0.0,0.0,1.0,1024.0,1366.0,0.1358429893393118,Female,White,True,Female_White,5.0,1
334,1--Handshaking/1_Handshaking_Handshaking_1_722.jpg,178.0,129.0,841.0,948.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,1402.0,0.3782243279689729,Female,Asian,True,Female_Asian,14.0,1
337,1--Handshaking/1_Handshaking_Handshaking_1_268.jpg,382.0,88.0,446.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,576.0,0.0121527777777777,Female,Asian,True,Female_Asian,0.0,1
338,1--Handshaking/1_Handshaking_Handshaking_1_268.jpg,602.0,28.0,666.0,136.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,576.0,0.01171875,Male,White,True,Male_White,0.0,1
348,1--Handshaking/1_Handshaking_Handshaking_1_82.jpg,708.0,288.0,866.0,460.0,0.0,0.0,0.0,0.0,0.0,1.0,1024.0,754.0,0.0351976956233421,Female,White,True,Female_White,1.0,1
349,1--Handshaking/1_Handshaking_Handshaking_1_545.jpg,273.0,195.0,771.0,889.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,1537.0,0.2195912288549121,Male,White,True,Male_White,8.0,1
350,1--Handshaking/1_Handshaking_Handshaking_1_281.jpg,254.0,110.0,364.0,236.0,0.0,1.0,0.0,0.0,0.0,1.0,1024.0,762.0,0.0177626722440944,Female,White,True,Female_White,0.0,1
391,10--People_Marching/10_People_Marching_People_Marching_2_854.jpg,518.0,246.0,572.0,322.0,0.0,0.0,1.0,0.0,0.0,0.0,1024.0,684.0,0.005859375,Female,White,True,Female_White,0.0,1
398,10--People_Marching/10_People_Marching_People_Marching_2_459.jpg,408.0,429.0,486.0,552.0,0.0,0.0,1.0,0.0,0.0,0.0,1024.0,1536.0,0.0060997009277343,Female,White,True,Female_White,0.0,1
399,10--People_Marching/10_People_Marching_People_Marching_2_1038.jpg,518.0,351.0,664.0,515.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,1523.0,0.0153531270518713,Male,White,True,Male_White,0.0,1
436,10--People_Marching/10_People_Marching_People_Marching_2_417.jpg,274.0,146.0,700.0,782.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,1169.0,0.2263352758768178,Male,White,True,Male_White,8.0,1
437,10--People_Marching/10_People_Marching_People_Marching_2_773.jpg,616.0,134.0,682.0,234.0,0.0,0.0,1.0,0.0,0.0,0.0,1024.0,768.0,0.008392333984375,Female,White,True,Female_White,0.0,1
450,10--People_Marching/10_People_Marching_People_Marching_10_People_Marching_People_Marching_10_805.jpg,438.0,188.0,600.0,414.0,0.0,1.0,0.0,0.0,0.0,0.0,1024.0,682.0,0.0524250824780058,Male,White,True,Male_White,1.0,1
473,10--People_Marching/10_People_Marching_People_Marching_10_People_Marching_People_Marching_10_981.jpg,350.0,128.0,398.0,189.0,1.0,0.0,1.0,0.0,0.0,0.0,1024.0,768.0,0.00372314453125,Male,Black,True,Male_Black,0.0,10
474,10--People_Marching/10_People_Marching_People_Marching_10_People_Marching_People_Marching_10_981.jpg,508.0,170.0,552.0,220.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,768.0,0.0027974446614583,Female,Black,True,Female_Black,0.0,10
475,10--People_Marching/10_People_Marching_People_Marching_10_People_Marching_People_Marching_10_981.jpg,678.0,145.0,724.0,199.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,768.0,0.0031585693359375,Male,Black,True,Male_Black,0.0,10
503,11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_281.jpg,35.0,52.0,84.0,106.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,432.0,0.0059814453125,Female,Asian,True,Female_Asian,0.0,10
504,11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_281.jpg,90.0,157.0,156.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,432.0,0.0120849609375,Male,Asian,True,Male_Asian,0.0,10
505,11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_281.jpg,912.0,162.0,968.0,229.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,432.0,0.0084816261574074,Male,Asian,True,Male_Asian,0.0,10
506,11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_281.jpg,807.0,151.0,851.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,432.0,0.0048737702546296,Female,Asian,True,Female_Asian,0.0,10
507,11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_281.jpg,723.0,126.0,763.0,169.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,432.0,0.0038881655092592,Male,Asian,True,Male_Asian,0.0,10
508,11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_281.jpg,632.0,120.0,668.0,159.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,432.0,0.003173828125,Male,Asian,True,Male_Asian,0.0,10
509,11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_281.jpg,537.0,50.0,570.0,85.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,432.0,0.0026109483506944,Female,Asian,True,Female_Asian,0.0,10
510,11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_281.jpg,450.0,42.0,487.0,85.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,432.0,0.0035965530960648,Male,Asian,True,Male_Asian,0.0,10
511,11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_281.jpg,437.0,135.0,483.0,191.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,432.0,0.0058232060185185,Male,Asian,True,Male_Asian,0.0,10
512,11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_281.jpg,545.0,157.0,582.0,210.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,432.0,0.004432960792824,Female,Asian,True,Female_Asian,0.0,10
513,11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_281.jpg,380.0,48.0,414.0,86.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,432.0,0.0029206452546296,Female,Asian,True,Female_Asian,0.0,10
514,11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_281.jpg,273.0,23.0,316.0,67.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,432.0,0.0042769820601851,Male,Asian,True,Male_Asian,0.0,10
515,11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_281.jpg,265.0,124.0,318.0,194.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,432.0,0.0083866825810185,Male,Asian,True,Male_Asian,0.0,10
516,11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_281.jpg,161.0,35.0,207.0,86.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,432.0,0.0053032769097222,Male,Asian,True,Male_Asian,0.0,10
519,11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_446.jpg,584.0,100.0,708.0,264.0,0.0,0.0,1.0,0.0,0.0,0.0,1024.0,740.0,0.0268369932432432,Male,White,True,Male_White,0.0,1
537,11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_319.jpg,630.0,18.0,1012.0,484.0,0.0,0.0,1.0,0.0,0.0,0.0,1024.0,742.0,0.2342855037061994,Male,Black,True,Male_Black,8.0,1
538,11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_319.jpg,6.0,34.0,458.0,698.0,0.0,0.0,1.0,0.0,0.0,0.0,1024.0,742.0,0.3950050539083558,Male,White,True,Male_White,14.0,1
561,11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_114.jpg,29.0,251.0,358.0,624.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,1327.0,0.0903095857667671,Male,White,True,Male_White,3.0,1
562,11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_114.jpg,547.0,176.0,871.0,492.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,1327.0,0.0753461755840241,Male,Black,True,Male_Black,2.0,1
585,11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_129.jpg,186.0,90.0,248.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,687.0,0.0112809315866084,Male,Black,True,Male_Black,0.0,1
586,11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_129.jpg,410.0,156.0,468.0,226.0,0.0,0.0,1.0,0.0,0.0,0.0,1024.0,687.0,0.0057712427219796,Female,White,True,Female_White,0.0,1
587,11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_129.jpg,656.0,138.0,718.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,687.0,0.0070505822416302,Male,White,True,Male_White,0.0,1
588,11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_129.jpg,818.0,178.0,884.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,687.0,0.0086312772925764,Female,Asian,True,Female_Asian,0.0,1
634,11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_393.jpg,348.0,214.0,696.0,636.0,0.0,0.0,1.0,0.0,0.0,0.0,1024.0,949.0,0.151121246048472,Male,White,True,Male_White,5.0,1
667,11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_233.jpg,203.0,339.0,352.0,523.0,0.0,0.0,1.0,0.0,0.0,0.0,1024.0,1388.0,0.0192892201008645,Male,Black,True,Male_Black,0.0,1
668,11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_233.jpg,377.0,371.0,483.0,528.0,0.0,0.0,1.0,0.0,0.0,0.0,1024.0,1388.0,0.0117088999459654,Male,White,True,Male_White,0.0,1
676,11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_487.jpg,14.0,123.0,329.0,608.0,0.0,0.0,1.0,0.0,0.0,0.0,1024.0,1430.0,0.1043317034527972,Male,White,True,Male_White,3.0,1
677,11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_487.jpg,583.0,33.0,909.0,424.0,0.0,0.0,1.0,0.0,0.0,0.0,1024.0,1430.0,0.0870479130244755,Male,Black,True,Male_Black,3.0,1
771,12--Group/12_Group_Group_12_Group_Group_12_803.jpg,414.0,336.0,536.0,472.0,1.0,1.0,1.0,0.0,0.0,0.0,1024.0,1006.0,0.016106486083499,Male,White,True,Male_White,0.0,1
776,12--Group/12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_784.jpg,382.0,198.0,710.0,624.0,0.0,0.0,1.0,0.0,0.0,0.0,1024.0,838.0,0.1628318914081145,Female,White,True,Female_White,6.0,1
785,12--Group/12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_539.jpg,341.0,186.0,707.0,723.0,0.0,0.0,1.0,0.0,0.0,0.0,1024.0,1268.0,0.1513687278194006,Male,White,True,Male_White,5.0,1
793,12--Group/12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_878.jpg,444.0,441.0,528.0,522.0,1.0,0.0,0.0,0.0,1.0,0.0,1024.0,1538.0,0.0043202413849154,Male,Black,True,Male_Black,0.0,1
853,12--Group/12_Group_Group_12_Group_Group_12_324.jpg,863.0,191.0,969.0,313.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,706.0,0.0178879691926345,Male,Black,True,Male_Black,0.0,10
854,12--Group/12_Group_Group_12_Group_Group_12_324.jpg,736.0,199.0,810.0,284.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,706.0,0.0087005355878186,Male,Black,True,Male_Black,0.0,10
855,12--Group/12_Group_Group_12_Group_Group_12_324.jpg,578.0,245.0,627.0,309.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,706.0,0.0043378186968838,Male,Black,True,Male_Black,0.0,10
856,12--Group/12_Group_Group_12_Group_Group_12_324.jpg,464.0,260.0,511.0,315.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,706.0,0.0035756573123229,Male,Black,True,Male_Black,0.0,10
857,12--Group/12_Group_Group_12_Group_Group_12_324.jpg,280.0,278.0,343.0,341.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,706.0,0.0054900517882436,Male,Black,True,Male_Black,0.0,10
858,12--Group/12_Group_Group_12_Group_Group_12_324.jpg,51.0,139.0,227.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,706.0,0.0450380665722379,Male,Black,True,Male_Black,1.0,10
881,12--Group/12_Group_Group_12_Group_Group_12_514.jpg,691.0,153.0,748.0,232.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,676.0,0.0065051197300295,Male,Indian,True,Male_Indian,0.0,10
882,12--Group/12_Group_Group_12_Group_Group_12_514.jpg,974.0,239.0,1024.0,297.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,676.0,0.0041893953402366,Male,Indian,True,Male_Indian,0.0,10
883,12--Group/12_Group_Group_12_Group_Group_12_514.jpg,578.0,262.0,634.0,329.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,676.0,0.0054202107988165,Female,Indian,True,Female_Indian,0.0,10
884,12--Group/12_Group_Group_12_Group_Group_12_514.jpg,520.0,265.0,560.0,317.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,676.0,0.0030048076923076,Male,Indian,True,Male_Indian,0.0,10
885,12--Group/12_Group_Group_12_Group_Group_12_514.jpg,419.0,245.0,465.0,295.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,676.0,0.0033226238905325,Male,Indian,True,Male_Indian,0.0,10
886,12--Group/12_Group_Group_12_Group_Group_12_514.jpg,344.0,178.0,396.0,240.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,676.0,0.0046574519230769,Female,Indian,True,Female_Indian,0.0,10
887,12--Group/12_Group_Group_12_Group_Group_12_514.jpg,164.0,182.0,232.0,261.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,676.0,0.0077604937130177,Male,Indian,True,Male_Indian,0.0,10
911,12--Group/12_Group_Group_12_Group_Group_12_192.jpg,26.0,84.0,198.0,320.0,0.0,0.0,1.0,0.0,0.0,0.0,1024.0,635.0,0.0624261811023622,Male,Black,True,Male_Black,2.0,10
912,12--Group/12_Group_Group_12_Group_Group_12_192.jpg,300.0,190.0,394.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,635.0,0.0173474409448818,Female,Black,True,Female_Black,0.0,10
913,12--Group/12_Group_Group_12_Group_Group_12_192.jpg,468.0,182.0,552.0,308.0,0.0,0.0,1.0,0.0,0.0,0.0,1024.0,635.0,0.0162770669291338,Male,Black,True,Male_Black,0.0,10
914,12--Group/12_Group_Group_12_Group_Group_12_192.jpg,716.0,198.0,800.0,300.0,0.0,0.0,1.0,0.0,0.0,0.0,1024.0,635.0,0.0131766732283464,Male,Black,True,Male_Black,0.0,10
915,12--Group/12_Group_Group_12_Group_Group_12_192.jpg,784.0,150.0,902.0,334.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,635.0,0.033390748031496,Male,Black,True,Male_Black,1.0,10
989,12--Group/12_Group_Large_Group_12_Group_Large_Group_12_914.jpg,330.0,254.0,548.0,498.0,0.0,0.0,1.0,0.0,0.0,0.0,1024.0,1024.0,0.0507278442382812,Male,White,True,Male_White,1.0,1
1008,12--Group/12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_358.jpg,164.0,190.0,226.0,268.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,685.0,0.0068943886861313,Male,Indian,True,Male_Indian,0.0,1
1009,12--Group/12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_358.jpg,428.0,238.0,500.0,336.0,0.0,0.0,0.0,0.0,0.0,1.0,1024.0,685.0,0.010059306569343,Male,Indian,True,Male_Indian,0.0,1
1010,12--Group/12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_358.jpg,800.0,88.0,886.0,186.0,0.0,0.0,1.0,0.0,0.0,0.0,1024.0,685.0,0.0120152828467153,Male,Indian,True,Male_Indian,0.0,1
1011,12--Group/12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_358.jpg,942.0,86.0,1002.0,164.0,1.0,0.0,0.0,0.0,0.0,1.0,1024.0,685.0,0.0066719890510948,Male,Indian,True,Male_Indian,0.0,1
1012,12--Group/12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_328.jpg,12.0,16.0,324.0,462.0,0.0,0.0,1.0,0.0,0.0,0.0,1024.0,491.0,0.276762983706721,Female,White,True,Female_White,10.0,1
1013,12--Group/12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_328.jpg,326.0,2.0,638.0,442.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,491.0,0.2730397148676171,Female,Black,True,Female_Black,10.0,1
1048,12--Group/12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_395.jpg,627.0,134.0,680.0,189.0,1.0,0.0,0.0,0.0,0.0,1.0,1024.0,576.0,0.004942152235243,Male,Indian,True,Male_Indian,0.0,10
1049,12--Group/12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_395.jpg,746.0,440.0,815.0,576.0,1.0,0.0,0.0,0.0,0.0,1.0,1024.0,576.0,0.0159098307291666,Male,Indian,True,Male_Indian,0.0,10
1050,12--Group/12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_395.jpg,433.0,321.0,479.0,367.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,576.0,0.0035875108506944,Female,Indian,True,Female_Indian,0.0,10
1051,12--Group/12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_395.jpg,288.0,294.0,341.0,358.0,0.0,0.0,0.0,0.0,0.0,1.0,1024.0,576.0,0.0057508680555555,Male,Indian,True,Male_Indian,0.0,10
1053,12--Group/12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_203.jpg,40.0,175.0,77.0,223.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,681.0,0.0025468061674008,Male,Indian,True,Male_Indian,0.0,10
1054,12--Group/12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_203.jpg,141.0,184.0,179.0,229.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,681.0,0.0024521613436123,Male,Indian,True,Male_Indian,0.0,10
1055,12--Group/12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_203.jpg,300.0,102.0,334.0,147.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,681.0,0.0021940390969162,Male,Indian,True,Male_Indian,0.0,10
1056,12--Group/12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_203.jpg,278.0,150.0,316.0,201.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,681.0,0.0027791161894273,Male,Indian,True,Male_Indian,0.0,10
1057,12--Group/12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_203.jpg,359.0,184.0,396.0,231.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,681.0,0.00249374770558,Male,Indian,True,Male_Indian,0.0,10
1058,12--Group/12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_203.jpg,372.0,85.0,404.0,131.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,681.0,0.0021108663729809,Male,Indian,True,Male_Indian,0.0,10
1059,12--Group/12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_203.jpg,398.0,130.0,435.0,181.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,681.0,0.0027059815528634,Male,Indian,True,Male_Indian,0.0,10
1060,12--Group/12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_203.jpg,442.0,86.0,470.0,127.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,681.0,0.001646246328928,Male,Indian,True,Male_Indian,0.0,10
1061,12--Group/12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_203.jpg,505.0,114.0,540.0,166.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,681.0,0.0026099027165932,Male,Indian,True,Male_Indian,0.0,10
1062,12--Group/12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_203.jpg,460.0,155.0,500.0,207.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,681.0,0.0029827459618208,Male,Indian,True,Male_Indian,0.0,10
