filename,x1,y1,x2,y2,blur,expression,illumination,invalid,occlusion,pose,original_width,original_height,relative_area,Sex,Ethnicity,Valid
0--Parade/0_Parade_Parade_0_724.jpg,396,184,448,245,0,0,1,0,0,0,1024,683,0.0045353678623718,,,True
0--Parade/0_Parade_marchingband_1_628.jpg,138,448,230,572,0,0,0,0,1,1,1024,683,0.0163113103953147,,,True
0--Parade/0_Parade_marchingband_1_628.jpg,182,294,262,388,0,0,0,0,0,0,1024,683,0.010752196193265,,,True
0--Parade/0_Parade_marchingband_1_628.jpg,316,232,370,296,0,0,0,0,0,0,1024,683,0.0049414348462664,,,True
0--Parade/0_Parade_marchingband_1_628.jpg,442,230,500,294,0,0,0,0,0,0,1024,683,0.005307467057101,,,True
0--Parade/0_Parade_marchingband_1_628.jpg,576,214,642,278,0,0,0,0,1,1,1024,683,0.0060395314787701,,,True
0--Parade/0_Parade_marchingband_1_628.jpg,738,262,814,358,0,0,0,0,0,0,1024,683,0.0104319180087847,,,True
0--Parade/0_Parade_marchingband_1_628.jpg,956,368,1022,458,0,0,0,0,1,0,1024,683,0.0084930911420204,,,True
0--Parade/0_Parade_Parade_0_632.jpg,442,164,558,310,0,0,0,0,0,0,1024,700,0.0236272321428571,,,True
0--Parade/0_Parade_Parade_0_242.jpg,530,394,726,663,0,0,0,0,0,0,1024,1392,0.0369887077945402,,,True
0--Parade/0_Parade_Parade_0_811.jpg,564,122,688,266,0,0,0,0,0,0,1024,732,0.0238217213114754,,,True
0--Parade/0_Parade_Parade_0_811.jpg,368,260,474,396,0,0,0,0,1,0,1024,732,0.0192324112021857,,,True
0--Parade/0_Parade_Parade_0_773.jpg,209,888,734,1663,0,0,0,0,0,0,1024,1702,0.2334540935296709,,,True
0--Parade/0_Parade_marchingband_1_278.jpg,98,258,144,311,0,0,1,0,1,0,1024,768,0.0031000773111979,,,True
0--Parade/0_Parade_marchingband_1_278.jpg,212,436,258,491,0,0,0,0,0,0,1024,768,0.003217061360677,,,True
0--Parade/0_Parade_marchingband_1_278.jpg,461,425,500,473,0,1,0,0,0,0,1024,768,0.00238037109375,,,True
0--Parade/0_Parade_marchingband_1_278.jpg,665,265,701,315,0,0,0,0,0,0,1024,768,0.002288818359375,,,True
0--Parade/0_Parade_marchingband_1_278.jpg,818,227,875,290,0,1,0,0,0,0,1024,768,0.0045661926269531,,,True
0--Parade/0_Parade_Parade_0_950.jpg,404,94,536,274,0,0,0,0,0,0,1024,1009,0.0229961595639246,,,True
0--Parade/0_Parade_marchingband_1_743.jpg,350,256,502,432,0,0,1,0,0,0,1024,684,0.0381944444444444,,,True
0--Parade/0_Parade_marchingband_1_840.jpg,734,112,836,226,1,0,0,0,1,0,1024,821,0.0138312652253349,,,True
0--Parade/0_Parade_marchingband_1_840.jpg,404,266,478,360,1,0,0,0,1,0,1024,821,0.0082740179658952,,,True
0--Parade/0_Parade_marchingband_1_840.jpg,80,294,142,380,1,0,1,0,1,0,1024,821,0.006342303593179,,,True
0--Parade/0_Parade_Parade_0_693.jpg,4,153,46,210,0,0,0,0,0,0,1024,705,0.0033161569148936,,,True
0--Parade/0_Parade_Parade_0_693.jpg,175,202,213,251,0,0,0,0,0,0,1024,705,0.0025792331560283,,,True
0--Parade/0_Parade_Parade_0_693.jpg,329,203,372,261,0,0,0,0,0,0,1024,705,0.0034546764184397,,,True
0--Parade/0_Parade_Parade_0_693.jpg,411,160,449,224,0,0,0,0,0,0,1024,705,0.0033687943262411,,,True
0--Parade/0_Parade_Parade_0_693.jpg,609,136,648,193,0,0,0,0,0,0,1024,705,0.0030792885638297,,,True
0--Parade/0_Parade_Parade_0_693.jpg,675,447,716,502,0,0,0,0,0,0,1024,705,0.0031236148049645,,,True
0--Parade/0_Parade_Parade_0_693.jpg,756,122,801,184,0,0,0,0,0,0,1024,705,0.0038646941489361,,,True
0--Parade/0_Parade_marchingband_1_931.jpg,114,275,153,330,0,0,0,0,0,0,1024,768,0.0027275085449218,,,True
0--Parade/0_Parade_marchingband_1_931.jpg,187,263,229,316,0,0,0,0,0,0,1024,768,0.0028305053710937,,,True
0--Parade/0_Parade_marchingband_1_931.jpg,282,251,319,306,0,0,0,0,0,0,1024,768,0.0025876363118489,,,True
0--Parade/0_Parade_marchingband_1_931.jpg,386,232,426,288,0,0,0,0,0,0,1024,768,0.0028483072916666,,,True
0--Parade/0_Parade_marchingband_1_931.jpg,473,236,513,287,0,0,0,0,0,0,1024,768,0.002593994140625,,,True
0--Parade/0_Parade_marchingband_1_931.jpg,565,240,603,290,0,0,0,0,0,0,1024,768,0.0024159749348958,,,True
0--Parade/0_Parade_marchingband_1_931.jpg,644,269,684,320,0,0,0,0,0,0,1024,768,0.002593994140625,,,True
0--Parade/0_Parade_marchingband_1_931.jpg,728,286,772,339,0,0,0,0,0,0,1024,768,0.0029652913411458,,,True
0--Parade/0_Parade_marchingband_1_931.jpg,799,283,848,338,0,0,0,0,0,0,1024,768,0.0034268697102864,,,True
0--Parade/0_Parade_marchingband_1_931.jpg,879,239,933,304,0,0,0,0,0,0,1024,768,0.0044631958007812,,,True
0--Parade/0_Parade_marchingband_1_419.jpg,772,202,824,268,0,0,0,0,0,0,1024,768,0.004364013671875,,,True
0--Parade/0_Parade_marchingband_1_419.jpg,515,252,571,313,0,0,0,0,0,0,1024,768,0.0043436686197916,,,True
0--Parade/0_Parade_marchingband_1_419.jpg,319,206,368,275,0,0,0,0,0,0,1024,768,0.0042991638183593,,,True
0--Parade/0_Parade_marchingband_1_419.jpg,175,203,241,283,0,0,0,0,0,0,1024,768,0.0067138671875,,,True
0--Parade/0_Parade_Parade_0_491.jpg,112,94,192,200,0,0,0,0,0,0,1024,768,0.0107828776041666,,,True
0--Parade/0_Parade_Parade_0_491.jpg,338,150,426,272,0,0,0,0,0,0,1024,768,0.0136515299479166,,,True
0--Parade/0_Parade_Parade_0_491.jpg,530,166,608,280,0,0,0,0,0,0,1024,768,0.0113067626953125,,,True
0--Parade/0_Parade_Parade_0_491.jpg,666,132,756,264,0,0,0,0,0,0,1024,768,0.015106201171875,,,True
0--Parade/0_Parade_Parade_0_491.jpg,814,172,888,282,0,0,0,0,0,0,1024,768,0.0103505452473958,,,True
0--Parade/0_Parade_marchingband_1_512.jpg,827,182,869,226,0,0,0,0,0,0,1024,695,0.0025966726618705,,,True
0--Parade/0_Parade_marchingband_1_512.jpg,385,130,438,200,0,0,0,0,0,0,1024,695,0.0052130170863309,,,True
0--Parade/0_Parade_marchingband_1_512.jpg,99,93,174,205,0,0,0,0,0,0,1024,695,0.0118030575539568,,,True
0--Parade/0_Parade_marchingband_1_796.jpg,688,73,870,307,0,0,0,0,0,0,1024,1162,0.0357916039156626,,,True
0--Parade/0_Parade_marchingband_1_842.jpg,350,332,426,426,0,0,0,0,1,0,1024,768,0.0090840657552083,,,True
0--Parade/0_Parade_marchingband_1_842.jpg,524,284,602,376,0,0,0,0,1,0,1024,768,0.009124755859375,,,True
0--Parade/0_Parade_marchingband_1_801.jpg,322,432,397,561,0,0,0,0,0,0,1024,1371,0.0068914968544857,,,True
0--Parade/0_Parade_marchingband_1_251.jpg,9,357,93,504,1,0,1,0,0,0,1024,1537,0.0078455391997397,,,True
0--Parade/0_Parade_marchingband_1_251.jpg,523,357,619,495,1,0,1,0,0,0,1024,1537,0.0084173715029277,,,True
0--Parade/0_Parade_marchingband_1_251.jpg,685,486,754,594,1,0,1,0,0,0,1024,1537,0.0047347714703968,,,True
0--Parade/0_Parade_marchingband_1_895.jpg,168,268,272,408,0,0,0,0,0,0,1024,681,0.0208792217327459,,,True
0--Parade/0_Parade_marchingband_1_895.jpg,318,200,410,318,0,0,0,0,0,0,1024,681,0.0155676395007342,,,True
0--Parade/0_Parade_marchingband_1_895.jpg,512,142,622,278,0,0,0,0,0,0,1024,681,0.0214528267254038,,,True
0--Parade/0_Parade_marchingband_1_895.jpg,650,62,768,222,0,0,0,0,0,0,1024,681,0.0270741556534508,,,True
0--Parade/0_Parade_Parade_0_939.jpg,135,235,889,1368,0,0,0,0,0,0,1024,1502,0.555432600282956,,,True
0--Parade/0_Parade_Parade_0_552.jpg,232,135,302,231,0,0,1,0,0,0,1024,1132,0.0057972614840989,,,True
0--Parade/0_Parade_Parade_0_552.jpg,201,337,267,429,1,0,1,0,0,0,1024,1132,0.0052382398409893,,,True
0--Parade/0_Parade_Parade_0_552.jpg,327,370,405,476,1,0,1,0,0,0,1024,1132,0.0071327020759717,,,True
0--Parade/0_Parade_Parade_0_552.jpg,433,279,509,387,1,0,1,0,0,0,1024,1132,0.0070809408127208,,,True
0--Parade/0_Parade_Parade_0_552.jpg,446,168,508,256,1,0,1,0,0,0,1024,1132,0.0047068242049469,,,True
0--Parade/0_Parade_Parade_0_552.jpg,677,173,740,256,1,0,1,0,0,0,1024,1132,0.0045109940923144,,,True
0--Parade/0_Parade_Parade_0_552.jpg,581,345,661,452,1,0,1,0,0,0,1024,1132,0.0073846068904593,,,True
0--Parade/0_Parade_Parade_0_552.jpg,743,313,809,413,1,0,1,0,0,0,1024,1132,0.0056937389575971,,,True
0--Parade/0_Parade_Parade_0_552.jpg,386,721,474,848,1,0,1,0,0,0,1024,1132,0.0096413979681978,,,True
0--Parade/0_Parade_Parade_0_552.jpg,640,719,731,837,1,0,1,0,0,0,1024,1132,0.0092635407464664,,,True
0--Parade/0_Parade_Parade_0_745.jpg,384,228,672,630,0,0,0,0,0,0,1024,1540,0.0734172077922078,,,True
0--Parade/0_Parade_marchingband_1_1015.jpg,282,92,448,320,0,0,0,0,0,0,1024,683,0.054115574670571,,,True
0--Parade/0_Parade_Parade_0_431.jpg,624,328,708,450,1,0,0,0,0,0,1024,919,0.01088989390642,,,True
0--Parade/0_Parade_Parade_0_431.jpg,766,432,850,546,0,0,0,0,0,0,1024,919,0.0101758025027203,,,True
0--Parade/0_Parade_Parade_0_763.jpg,252,244,793,940,0,0,0,0,0,0,1024,1104,0.3330715013586957,,,True
0--Parade/0_Parade_Parade_0_928.jpg,416,92,586,316,0,0,0,0,0,0,1024,967,0.0384565667011375,,,True
0--Parade/0_Parade_marchingband_1_732.jpg,415,112,563,310,0,0,0,0,0,0,1024,1845,0.0155106707317073,,,True
0--Parade/0_Parade_marchingband_1_1031.jpg,276,266,830,876,0,0,0,0,0,0,1024,1309,0.2521157610771581,,,True
0--Parade/0_Parade_marchingband_1_601.jpg,293,413,370,517,0,1,0,0,1,0,1024,1366,0.0057249725475841,,,True
0--Parade/0_Parade_marchingband_1_601.jpg,517,493,589,581,1,0,0,0,0,0,1024,1366,0.0045296486090775,,,True
0--Parade/0_Parade_marchingband_1_601.jpg,747,512,824,589,1,0,0,0,0,0,1024,1366,0.0042386815977306,,,True
0--Parade/0_Parade_marchingband_1_601.jpg,539,928,611,1013,1,0,0,0,0,0,1024,1366,0.0043752287701317,,,True
0--Parade/0_Parade_Parade_0_518.jpg,250,50,300,119,1,0,0,0,0,0,1024,682,0.0049400888929618,,,True
0--Parade/0_Parade_Parade_0_518.jpg,367,58,407,113,1,0,0,0,0,0,1024,682,0.0031502016129032,,,True
0--Parade/0_Parade_Parade_0_518.jpg,512,99,564,166,1,0,0,0,0,0,1024,682,0.0049887738269794,,,True
0--Parade/0_Parade_Parade_0_518.jpg,621,125,665,179,1,0,0,0,0,0,1024,682,0.0034022177419354,,,True
0--Parade/0_Parade_Parade_0_518.jpg,723,29,776,82,1,0,0,0,0,0,1024,682,0.0040222346957478,,,True
0--Parade/0_Parade_marchingband_1_122.jpg,85,246,136,300,0,0,0,0,0,1,1024,768,0.0035018920898437,,,True
0--Parade/0_Parade_marchingband_1_122.jpg,268,224,310,272,0,0,0,0,0,0,1024,768,0.0025634765625,,,True
0--Parade/0_Parade_marchingband_1_122.jpg,845,237,892,289,0,0,0,0,0,0,1024,768,0.0031077067057291,,,True
0--Parade/0_Parade_marchingband_1_122.jpg,716,192,761,251,0,0,0,0,0,0,1024,768,0.0033760070800781,,,True
0--Parade/0_Parade_marchingband_1_122.jpg,546,223,591,277,0,0,0,0,0,0,1024,768,0.0030899047851562,,,True
0--Parade/0_Parade_marchingband_1_122.jpg,426,162,479,224,0,0,1,0,1,0,1024,768,0.0041783650716145,,,True
0--Parade/0_Parade_marchingband_1_186.jpg,154,108,187,146,0,0,1,0,1,0,1024,534,0.002293275983146,,,True
0--Parade/0_Parade_marchingband_1_186.jpg,414,115,447,157,1,0,1,0,1,0,1024,534,0.0025346734550561,,,True
0--Parade/0_Parade_marchingband_1_186.jpg,680,131,714,175,1,0,1,0,1,0,1024,534,0.0027358380149812,,,True
0--Parade/0_Parade_marchingband_1_186.jpg,976,119,1007,161,1,0,1,0,1,0,1024,534,0.0023810568820224,,,True
0--Parade/0_Parade_Parade_0_809.jpg,222,503,279,581,1,0,0,0,0,0,1024,1535,0.0028285321661237,,,True
0--Parade/0_Parade_Parade_0_809.jpg,461,413,536,530,0,0,0,0,0,0,1024,1535,0.0055826292752443,,,True
0--Parade/0_Parade_Parade_0_809.jpg,719,479,773,557,1,0,0,0,0,0,1024,1535,0.0026796620521172,,,True
0--Parade/0_Parade_Parade_0_411.jpg,589,872,728,1133,0,0,0,0,0,0,1024,1366,0.0259360987829429,,,True
0--Parade/0_Parade_Parade_0_600.jpg,20,134,102,256,1,0,0,0,0,0,1024,727,0.0134381447730398,,,True
0--Parade/0_Parade_Parade_0_600.jpg,106,126,204,256,1,1,0,0,0,0,1024,727,0.0171133511004126,,,True
0--Parade/0_Parade_Parade_0_600.jpg,208,114,312,242,1,1,0,0,0,0,1024,727,0.0178817056396148,,,True
0--Parade/0_Parade_Parade_0_600.jpg,360,34,460,192,0,1,0,0,0,0,1024,727,0.0212237792297111,,,True
0--Parade/0_Parade_Parade_0_600.jpg,460,54,576,212,0,1,0,0,0,0,1024,727,0.0246195839064649,,,True
0--Parade/0_Parade_Parade_0_600.jpg,726,124,790,252,1,0,0,0,0,0,1024,727,0.0110041265474552,,,True
0--Parade/0_Parade_Parade_0_600.jpg,784,96,870,230,1,0,0,0,0,0,1024,727,0.0154799260660247,,,True
0--Parade/0_Parade_Parade_0_600.jpg,882,100,970,250,1,1,0,0,0,0,1024,727,0.0177312585969738,,,True
0--Parade/0_Parade_Parade_0_855.jpg,465,146,668,446,0,0,0,0,0,0,1024,1313,0.0452952446686976,,,True
0--Parade/0_Parade_marchingband_1_933.jpg,115,138,154,184,1,0,0,0,0,0,1024,754,0.0023235452586206,,,True
0--Parade/0_Parade_marchingband_1_933.jpg,255,97,293,147,1,0,0,0,0,0,1024,754,0.0024608338859416,,,True
0--Parade/0_Parade_marchingband_1_933.jpg,375,63,417,113,1,0,0,0,0,0,1024,754,0.0027198690318302,,,True
0--Parade/0_Parade_marchingband_1_933.jpg,505,67,544,115,1,0,0,0,0,0,1024,754,0.0024245689655172,,,True
0--Parade/0_Parade_marchingband_1_933.jpg,630,78,669,115,1,0,0,0,0,0,1024,754,0.0018689385775862,,,True
0--Parade/0_Parade_marchingband_1_933.jpg,752,107,793,152,1,0,0,0,0,0,1024,754,0.0023895992208222,,,True
0--Parade/0_Parade_marchingband_1_933.jpg,719,196,758,247,1,0,0,0,0,0,1024,754,0.002576104525862,,,True
0--Parade/0_Parade_marchingband_1_933.jpg,594,182,636,234,1,0,0,0,0,0,1024,754,0.0028286637931034,,,True
0--Parade/0_Parade_marchingband_1_933.jpg,482,190,523,242,1,0,0,0,0,0,1024,754,0.0027613146551724,,,True
0--Parade/0_Parade_marchingband_1_933.jpg,352,188,394,245,1,0,0,0,0,0,1024,754,0.0031006506962864,,,True
0--Parade/0_Parade_marchingband_1_933.jpg,214,222,256,278,1,0,0,0,0,0,1024,754,0.0030462533156498,,,True
0--Parade/0_Parade_marchingband_1_933.jpg,295,356,339,423,1,0,0,0,0,0,1024,754,0.0038181780503978,,,True
0--Parade/0_Parade_marchingband_1_933.jpg,166,426,214,490,1,0,0,0,0,0,1024,754,0.0039787798408488,,,True
0--Parade/0_Parade_marchingband_1_933.jpg,427,336,472,395,1,0,0,0,0,0,1024,754,0.003438691561671,,,True
0--Parade/0_Parade_marchingband_1_933.jpg,565,329,610,385,1,0,0,0,0,0,1024,754,0.0032638428381962,,,True
0--Parade/0_Parade_marchingband_1_933.jpg,667,419,717,483,1,0,0,0,0,0,1024,754,0.0041445623342175,,,True
0--Parade/0_Parade_marchingband_1_933.jpg,878,143,915,190,1,0,0,0,0,0,1024,754,0.0022523105935013,,,True
0--Parade/0_Parade_marchingband_1_887.jpg,330,182,512,408,0,0,0,0,0,0,1024,768,0.0523020426432291,,,True
0--Parade/0_Parade_marchingband_1_887.jpg,206,122,294,232,0,0,0,0,0,0,1024,768,0.0123087565104166,,,True
0--Parade/0_Parade_marchingband_1_639.jpg,121,342,428,699,0,0,0,0,0,0,1024,1509,0.0709279479373757,,,True
0--Parade/0_Parade_Parade_0_534.jpg,123,383,198,479,0,1,0,0,0,1,1024,1532,0.0045895887728459,,,True
0--Parade/0_Parade_Parade_0_534.jpg,353,380,431,467,0,1,0,0,0,1,1024,1532,0.0043256874184073,,,True
0--Parade/0_Parade_Parade_0_534.jpg,602,503,671,602,1,1,0,0,0,0,1024,1532,0.0043543723482375,,,True
0--Parade/0_Parade_Parade_0_534.jpg,769,269,832,362,0,1,0,0,0,0,1024,1532,0.0037347778639033,,,True
0--Parade/0_Parade_Parade_0_534.jpg,527,943,638,1087,0,0,0,0,0,0,1024,1532,0.010188887075718,,,True
0--Parade/0_Parade_marchingband_1_709.jpg,120,270,175,350,0,1,0,0,0,0,1024,1180,0.0036414194915254,,,True
0--Parade/0_Parade_marchingband_1_709.jpg,170,295,217,366,0,0,0,0,0,0,1024,1180,0.0027616856461864,,,True
0--Parade/0_Parade_marchingband_1_709.jpg,277,324,319,384,0,0,0,0,0,0,1024,1180,0.0020855402542372,,,True
0--Parade/0_Parade_marchingband_1_709.jpg,238,454,292,535,0,0,0,0,0,0,1024,1180,0.0036199020127118,,,True
0--Parade/0_Parade_marchingband_1_709.jpg,392,299,440,355,0,0,0,0,0,1,1024,1180,0.0022245762711864,,,True
0--Parade/0_Parade_marchingband_1_709.jpg,570,266,613,335,0,0,0,0,0,0,1024,1180,0.0024554753707627,,,True
0--Parade/0_Parade_marchingband_1_709.jpg,725,257,773,337,0,0,0,0,0,0,1024,1180,0.0031779661016949,,,True
0--Parade/0_Parade_marchingband_1_709.jpg,367,436,419,507,0,0,0,0,0,0,1024,1180,0.0030554819915254,,,True
0--Parade/0_Parade_marchingband_1_709.jpg,659,426,714,499,0,0,0,0,1,0,1024,1180,0.0033227952860169,,,True
0--Parade/0_Parade_marchingband_1_709.jpg,783,308,842,388,0,1,0,0,0,0,1024,1180,0.00390625,,,True
0--Parade/0_Parade_marchingband_1_709.jpg,384,632,446,715,0,0,0,0,0,0,1024,1180,0.0042588056144067,,,True
0--Parade/0_Parade_marchingband_1_709.jpg,642,655,709,741,0,0,0,0,0,1,1024,1180,0.0047686043432203,,,True
0--Parade/0_Parade_marchingband_1_688.jpg,99,217,139,267,1,0,0,0,0,0,1024,672,0.0029064360119047,,,True
0--Parade/0_Parade_marchingband_1_688.jpg,316,190,355,233,1,0,0,0,1,0,1024,672,0.0024370465959821,,,True
0--Parade/0_Parade_marchingband_1_688.jpg,522,157,562,202,1,0,0,0,0,0,1024,672,0.0026157924107142,,,True
0--Parade/0_Parade_marchingband_1_688.jpg,703,123,744,170,1,0,0,0,1,0,1024,672,0.0028003510974702,,,True
0--Parade/0_Parade_marchingband_1_688.jpg,865,209,903,263,1,0,0,0,0,0,1024,672,0.0029820033482142,,,True
0--Parade/0_Parade_Parade_0_730.jpg,119,68,162,125,1,0,0,0,0,0,1024,684,0.0034993489583333,,,True
0--Parade/0_Parade_Parade_0_730.jpg,266,49,311,112,1,0,0,0,0,0,1024,684,0.0040475945723684,,,True
0--Parade/0_Parade_Parade_0_730.jpg,493,92,543,146,1,0,0,0,1,0,1024,684,0.0038548519736842,,,True
0--Parade/0_Parade_Parade_0_730.jpg,700,61,746,123,1,0,0,0,0,0,1024,684,0.0040718658625731,,,True
0--Parade/0_Parade_Parade_0_730.jpg,862,110,904,165,1,0,0,0,0,0,1024,684,0.0032980400219298,,,True
0--Parade/0_Parade_Parade_0_592.jpg,40,148,126,256,0,0,0,0,0,0,1024,768,0.011810302734375,,,True
0--Parade/0_Parade_Parade_0_592.jpg,210,172,288,272,0,0,0,0,0,0,1024,768,0.009918212890625,,,True
0--Parade/0_Parade_Parade_0_592.jpg,386,132,456,214,0,0,0,0,0,0,1024,768,0.0072987874348958,,,True
0--Parade/0_Parade_Parade_0_592.jpg,536,104,600,206,0,0,0,0,0,0,1024,768,0.00830078125,,,True
0--Parade/0_Parade_Parade_0_592.jpg,672,132,748,224,0,0,0,0,0,0,1024,768,0.0088907877604166,,,True
0--Parade/0_Parade_Parade_0_592.jpg,812,110,898,222,0,0,0,0,0,0,1024,768,0.0122477213541666,,,True
